title,description,autor,date,source
"Nadia Yala Kisukidi, filósofa: “Ser negro es la sensación de ser muy visible a la vez que hiperinvisible”","La pensadora congoleña-francesa, referente del pensamiento africano, cree que EE UU está desmantelando la lucha por la igualdad en el país",Ana Vidal Egea,2026-01-31T05:30:00+01:00,https://elpais.com/ideas/2026-01-31/nadia-yala-kisukidi-filosofa-ser-negro-es-la-sensacion-de-ser-muy-visible-a-la-vez-que-hiperinvisible.html
Menú semanal de El Comidista (2 a 8 de febrero),"Calamar a la plancha con sobrasada, crema de espinacas, calabaza rellena y panqueques con dulce de leche: nuestro menú semanal hará que te olvides del frío",El Comidista,2026-02-01T05:00:00+01:00,https://elpais.com/gastronomia/el-comidista/2026-02-01/menu-semanal-de-el-comidista-2-a-8-de-febrero.html
Un recetario de abuelas para enseñar a los jóvenes a no perder sus tradiciones,"El libro ‘Mediterránea’ muestra el legado gastronómico de Francia, Italia, España, Grecia y Oriente Medio con la voz de las mujeres que han ido manteniendo las recetas familiares",Sara Cucala,2026-02-01T05:30:00+01:00,https://elpais.com/gastronomia/2026-02-01/un-recetario-de-abuelas-para-ensenar-a-los-jovenes-a-no-perder-sus-tradiciones.html
"Santiago Andrés, creador del hibisco ‘Gandini Santiago’: “Es una contribución a la jardinería que perdurará en el tiempo”","Al ingeniero agrónomo le llevó años y mucha dedicación que su cultivar fuera estable y comercializable. Ahora le llena de orgullo que en Europa y Estados Unidos se vendan miles de estos ejemplares perfectos para jardines pequeños, balcones y terrazas",Eduardo Barba,2026-02-01T05:30:00+01:00,https://elpais.com/estilo-de-vida/2026-02-01/santiago-andres-creador-del-hibisco-gandini-santiago-es-una-contribucion-a-la-jardineria-que-perdurara-en-el-tiempo.html
Andy Warhol reaparece en la gran pantalla,"El MoMA proyecta este lunes material fílmico inédito del artista, que confirma su pulsión por rodar todo lo que le rodeaba",Estrella de Diego,2026-02-01T05:30:01+01:00,https://elpais.com/cultura/2026-02-01/andy-warhol-reaparece-en-la-gran-pantalla.html
"Róterdam, ciudad de vértigo: del primer rascacielos de Europa a las Casas Cubo y un ‘skyline’ que busca el cielo","La urbe holandesa es un recital arquitectónico de diferentes estilos y épocas. Su horizonte de edificios es un símbolo fotografiado infinidad de veces, aunque hay otras edificaciones que contribuyen a su buena fama urbanística",Marta Villena,2026-02-01T05:30:00+01:00,https://elpais.com/elviajero/escapadas/europa/2026-02-01/roterdam-ciudad-de-vertigo-del-primer-rascacielos-de-europa-a-las-casas-cubo-y-un-skyline-que-busca-el-cielo.html
La ficción criminal como arma contra Trump: “Necesitamos historias potentes como una patada en el hígado”,El festival BCNegra reúne a algunos de los autores más destacados del panorama estadounidense. Analizamos con ellos el lugar del género en la lucha política,Juan Carlos Galindo,2026-02-01T05:30:01+01:00,https://elpais.com/cultura/elemental/2026-02-01/la-ficcion-criminal-como-arma-contra-trump-necesitamos-historias-potentes-como-una-patada-en-el-higado.html
Canciller: historia del templo del heavy al que silenciaron con un muro de la vergüenza,"El lugar de reunión de rockeros en los ochenta y noventa, que celebró conciertos históricos, terminó de la peor forma. Un documental cuenta ahora los pormenores de lo sucedido en la discoteca madrileña",Carlos Marcos,2026-02-01T05:30:01+01:00,https://elpais.com/cultura/2026-02-01/canciller-historia-del-templo-del-heavy-al-que-silenciaron-con-el-muro-de-la-verguenza.html
CRUCIGRAMAS MAMBRINO,"Resuelve online los últimos crucigramas que Mambrino publicó en el año 2015 en EL PAIS. Ahora están disponibles en esta web, así que regresa cada día para realizar uno nuevo y ponte a prueba.",,,https://elpais.com/juegos/crucigramas/mambrino/
SUDOKUS EXPERTO,"Juega online a nuestros sudokus para expertos y mejora día a día tu nivel. Completa cada cuadrado con un número, asegurándote de que ningún número se repita en cada columna o fila",,,https://elpais.com/juegos/sudokus/experto/
CRUCIGRAMAS EXPERTO,Juega ya a nuestro crucigrama diario online para expertos. Pon a prueba tu nivel cada día en jugando en EL PAÍS.,,,https://elpais.com/juegos/crucigramas/experto/
PALABRA SECRETA,"Juega online para descubrir la palabra secreta del día en el menor número de intentos posibles. Empieza con la palabra de cinco letras que prefieras. El color verde te indicará las letras que están en la posición correcta; el amarillo las que están en la palabra secreta, pero en otra posición",,,https://elpais.com/juegos/palabra-secreta/diaria/
Heptagrama,"Encuentra el máximo número de palabras de al menos tres letras. Puedes repetir las letras, pero siempre debes incluir la que está en la posición central. No se admiten nombres propios, plurales y formas verbales conjugadas (solo infinitivos). A medida que formes palabras irás subiendo de nivel y también cuando encuentres palabras que contengan todas las letras (SuperHepta).",,,https://elpais.com/juegos/heptagrama/
AUTODEFINIDO,Encuentra las palabras de nuestro autodefinido diario resolviendo las pistas propuestas. Regresa cada día para realizar uno nuevo y ponte a prueba,,,https://elpais.com/juegos/autodefinido/diario/
,,,,https://elpais.com/expres/
La ley de la selva en el balonmano: fichar a jugadores hasta con dos años de antelación,"Los clubes, que anularon la reglamentación sobre los fichajes porque nadie hacía caso de las normas, firman con tanta previsión que se producen escenas rocambolescas",Jordi Quixano,2026-02-01T05:30:01+01:00,https://elpais.com/deportes/2026-02-01/la-ley-de-la-selva-en-el-balonmano.html
Mathieu van der Poel consigue su octavo mundial de ciclocross y supera los siete títulos del histórico Eric de Vlaeminck,El fenomenal neerlandés se convierte en el ciclista con más arcoíris sobre el barro con una faena de pura rutina,Carlos Arribas,2026-02-01T17:53:50+01:00,https://elpais.com/deportes/ciclismo/2026-02-01/mathieu-van-der-poel-consigue-su-octavo-mundial-de-ciclocross-y-supera-los-siete-titulos-del-historico-eric-de-vlaeminck.html
Ana Alonso confirma su alucinante regreso: plata junto a Oriol Cardona en la última cita de la Copa del Mundo antes de los Juegos,"La esquiadora andaluza, atropellada hace cuatro meses, compite con la rodilla rota, pero sigue optando a medalla en el relevo mixto, de la mano de su compañero catalán",Óscar Gogorza,2026-02-01T17:01:12+01:00,https://elpais.com/deportes/2026-02-01/ana-alonso-confirma-su-alucinante-regreso-plata-junto-a-oriol-cardona-en-la-ultima-cita-de-la-copa-del-mundo-antes-de-los-juegos.html
El Betis recupera la quinta plaza y acaba con la racha del Valencia,"Un gol de Fornals en el minuto 88 le da el triunfo al conjunto andaluz, que supo aprovechar su momento y fue sostenido por un gran Álvaro Valles",Rafael Pineda,2026-02-01T18:43:46+01:00,https://elpais.com/deportes/futbol/2026-02-01/el-betis-recupera-la-quinta-plaza-y-acaba-con-la-racha-del-valencia.html
Pocos goles del Barcelona para tantas ocasiones ante el Elche,La falta de puntería hizo que los de Flick tardaran más de una hora en resolver el partido frente a los ilicitanos,Ramon Besa,2026-01-31T23:27:27+01:00,https://elpais.com/deportes/futbol/2026-01-31/pocos-goles-del-barcelona-para-tantas-ocasiones-ante-el-elche.html
"Las caídas del dólar, reflejo financiero del caos trumpista y un arma electoral de doble filo",La Casa Blanca busca en la economía una vía para revertir las malas cifras de aprobación de su gestión mientras los mercados se adaptan a un nuevo orden mundial,Jesús Sérvulo González,2026-02-01T05:30:00+01:00,https://elpais.com/economia/2026-02-01/las-caidas-del-dolar-reflejo-financiero-del-caos-trumpista-y-un-arma-electoral-de-doble-filo.html
Unas 200 personas mueren sepultadas tras el derrumbe de una mina de coltán en Congo,"Un deslizamiento de tierras a causa de las lluvias provocó el colapso de una colina en el yacimiento de Rubaya, bajo control rebelde",José Naranjo,2026-01-31T15:55:41+01:00,https://elpais.com/internacional/2026-01-31/unas-200-personas-mueren-sepultadas-tras-el-derrumbe-de-una-mina-de-coltan-en-congo.html
"Israel mata al menos a 32 personas, siete de ellas niños, en bombardeos en Gaza contra edificios y tiendas de campaña de desplazados","Los ataques, que las autoridades israelíes presentan como una respuesta a violaciones de la tregua por parte de Hamás, elevan la cifra de muertos desde el alto el fuego por encima de 510",Joan Cabasés Vega,2026-01-31T13:29:35+01:00,https://elpais.com/internacional/2026-01-31/israel-mata-al-menos-a-26-personas-seis-de-ellas-ninos-en-bombardeos-en-gaza-contra-edificios-y-tiendas-de-campana-de-desplazados.html
Cinco años de resistencia en Myanmar: recorrido visual por una guerra de trincheras y de campos de entrenamiento ocultos en la selva,,,2026-02-01T05:30:00+01:00,https://elpais.com/planeta-futuro/2026-02-01/cinco-anos-de-resistencia-en-myanmar-recorrido-visual-por-una-guerra-de-trincheras-y-de-campos-de-entrenamiento-ocultos-en-la-selva.html
Los europeos vetados en EE UU por luchar contra la desinformación: “Elon Musk ha pulsado el botón nuclear. No le gustamos”,"La Casa Blanca les considera “activistas radicales”, pero solo trabajan para que las redes cumplan las leyes, frenen los bulos y el discurso del odio. EL PAÍS habla con ellos ahora que se han convertido en objetivo de Trump",Manuel G. Pascual,2026-02-01T05:30:01+01:00,https://elpais.com/tecnologia/2026-02-01/los-europeos-vetados-en-ee-uu-por-luchar-contra-la-desinformacion-quieren-que-los-agentes-del-ice-derriben-mi-puerta.html
Trump aumenta la presión contra Irán mientras sopesa una acción militar,"Como hizo a Venezuela antes de la intervención del 3 de enero, el presidente de Estados Unidos lanza un ultimátum a Teherán para que renuncie a su programa nuclear",Macarena Vidal Liy,2026-02-01T05:40:00+01:00,https://elpais.com/internacional/2026-02-01/trump-aumenta-la-presion-contra-iran-mientras-sopesa-una-accion-militar.html
Lectures de tren per a dies de caos,"El ferrocarril és fonamental en la construcció d’Europa i també un espai literàriament productiu que van celebrar escriptors com Josep Pla, J.V. Foix o W.G. Sebald",,2026-02-01T08:20:20+01:00,https://elpais.com/quadern/literatura/2026-02-01/lectures-de-tren-per-dies-de-caos.html
La consejera Esther Niubó anuncia una baja temporal por “una intervención quirúrgica”,La titular catalana de Educación comunica en la red social X la noticia. El liderazgo del Departamento lo asumen sus tres secretarios,Dani Cordero,2026-02-01T10:17:43+01:00,https://elpais.com/espana/catalunya/2026-02-01/la-consejera-esther-niubo-anuncia-una-baja-temporal-por-una-intervencion-quirurgica.html
Barcelona obliga a Telefónica a retirar las tapas de alcantarilla de ‘Stranger Things’,El Ayuntamiento recuerda al grupo de telecomunicaciones que su campaña publicitaria vulnera la ordenanza de paisaje urbano,Alfonso L. Congostrina,2026-02-01T11:35:00+01:00,https://elpais.com/espana/catalunya/2026-02-01/barcelona-obliga-a-telefonica-a-retirar-las-tapas-de-alcantarilla-de-stranger-things.html
Hallado el cadáver del joven cacereño que desapareció hace una semana en Madrid,"La Guardia Civil investiga las causas de la muerte del hombre de 27 años, cuyo cuerpo ha sido localizado en la sierra de Navacerrada",EFE,2026-01-31T14:08:53+01:00,https://elpais.com/espana/madrid/2026-01-31/hallado-el-cadaver-del-joven-cacereno-que-desaparecio-hace-una-semana-en-madrid.html
"Tras seis años de derrotas, una de las hijas de fallecidos en residencias gana al Gobierno de Ayuso","María de Álvaro ha ganado un recurso a la Comunidad de Madrid, que le reclamaba la última mensualidad de su padre, muerto sin traslado a un hospital",Fernando Peinado,2026-01-31T05:30:00+01:00,https://elpais.com/espana/madrid/2026-01-31/seis-anos-despues-victoria-para-la-hija-de-un-fallecido-en-residencias-en-una-disputa-con-el-gobierno-de-ayuso.html
Dos décadas de vuelo de la T4 del Aeropuerto Adolfo Suárez-Madrid Barajas,"Creada por el Estudio Lamela y Richard Rogers, la terminal inaugurada en 2006 ha modernizado la imagen de España y con su ampliación se marca el objetivo de superar los 90 millones de pasajeros",Miguel Ángel García Vega,2026-02-01T05:30:01+01:00,https://elpais.com/espana/2026-02-01/dos-decadas-de-vuelo-de-la-t4-del-aeropuerto-adolfo-suarez-madrid-barajas.html
"Los Mossos, sobre la explotación sexual: “Los pisos prostíbulo son las nuevas jaulas abiertas”","La policía catalana desarticula una organización con víctimas en viviendas de Barcelona y París, y más de 70 anuncios ‘online’",Rebeca Carranco,2026-02-01T11:17:10+01:00,https://elpais.com/espana/catalunya/2026-02-01/los-mossos-sobre-la-explotacion-sexual-los-pisos-prostibulo-son-las-nuevas-jaulas-abiertas.html
"Deuda pública: una bomba de relojería, ¿a punto de estallar?","Los países han disparado el dinero que deben a los mercados, poniendo en riesgo sus propias políticas de gasto en un mundo cada vez más inestable",María Fernández,2026-01-31T17:30:00+01:00,https://elpais.com/economia/negocios/2026-01-31/deuda-publica-una-bomba-de-relojeria-a-punto-de-estallar.html
El meteórico ascenso del precio del huevo no da tregua,El coste de este producto prácticamente se ha duplicado desde 2021 y los expertos coinciden en que es difícil que se abarate a corto plazo,Rodrigo Cardona,2026-02-01T05:30:01+01:00,https://elpais.com/economia/2026-02-01/el-meteorico-ascenso-del-precio-del-huevo-no-da-tregua.html
Hallada una esfinge romana en un yacimiento carpetano de Guadalajara,Los arqueólogos creen que formaba parte de un monumento funerario policromado y que fue colocada en un “punto estratégico” de la vía Complutum-Cartago Nova,Vicente G. Olaya,2026-02-01T14:53:39+01:00,https://elpais.com/cultura/2026-02-01/hallada-una-esfinge-romana-en-un-yacimiento-carpetano-de-guadalajara.html
Costa Rica vota bajo la sombra de una deriva autoritaria,"Laura Fernández, la candidata del presidente, Rodrigo Chaves, es favorita en todos los sondeos para las elecciones de este domingo",Carlos S. Maldonado,2026-02-01T05:30:00+01:00,https://elpais.com/america/2026-02-01/costa-rica-vota-bajo-la-sombra-de-una-deriva-autoritaria.html
"Mamá, papá, tenemos que hablar de porno","Los niños ven pornografía cada vez más temprano. Entre el 8% y el 20% de los menores accede a estos contenidos antes de los 10 años. ¿Qué consecuencias sociales tiene este fenómeno? Los vídeos X, cada vez más violentos y machistas, condicionan nuestra visión de la sexualidad",Daniel Soufi,2026-02-01T05:30:00+01:00,https://elpais.com/ideas/2026-02-01/mama-papa-tenemos-que-hablar-de-porno.html
La música de Silvio Rodríguez en la cámara de Daniel Mordzinski: “Los cancioneros de este gran trovador son poemarios”,"El fotógrafo argentino presenta en el Hay Festival de Cartagena su nuevo libro sobre el cantautor cubano, con 149 fotos inéditas del artista de gira por América Latina",Camila Osorio,2026-02-01T03:28:24+01:00,https://elpais.com/america-colombia/2026-02-01/la-musica-de-silvio-rodriguez-en-la-camara-de-daniel-mordzinski-los-cancioneros-de-este-gran-trovador-son-poemarios.html
"Philippe Sands, escritor: “Trump es solo un momento”","El especialista en derechos humanos participa en el Hay Festival de Cartagena cuatro semanas después de la operación norteamericana en Caracas contra Nicolás Maduro, que no duda en calificar de secuestro",Juan Esteban Lewin,2026-02-01T00:29:37+01:00,https://elpais.com/aniversario/2026-01-31/philippe-sands-escritor-trump-es-solo-un-momento.html
"HAY FESTIVAL | Javier Moreno, Almudena Bernabéu, Érika Rodriguez Pinzón y Ana María Salazar con Fernando Carrillo","La conversación será moderada por Fernando Carrillo, exministro de Justicia y exfiscal general de Colombia, ahora vicepresidente del Grupo PRISA",El País,2026-02-01T16:04:32+01:00,https://elpais.com/aniversario/2026-02-01/hay-festival-javier-moreno-almudena-bernabeu-erika-rodriguez-pinzon-y-ana-maria-salazar-con-fernando-carrillo.html?autoplay=1
La pena es azul,"En los años 60, viajar por primera vez a Nueva York, entonces lleno de explosiones de música y de arte que reventaban por todas partes, era sinónimo de volver trasformado",Manuel Vicent,2026-02-01T05:30:01+01:00,https://elpais.com/opinion/2026-02-01/la-pena-es-azul.html
Valiente Minneapolis,"Frente a un poder que gobierna mediante la confusión, la única respuesta posible es construir realidad juntos: ciudadanos que graban, medios que verifican",Máriam Martínez-Bascuñán,2026-02-01T05:30:01+01:00,https://elpais.com/opinion/2026-02-01/valiente-minneapolis.html
Soluciones ómnibus,"La imagen que se transmite, propia de la ingobernabilidad, es que la política no está a la altura de lo que cabe exigir de ella, que sea eficaz para resolver demandas específicas",Fernando Vallespín,2026-02-01T05:30:01+01:00,https://elpais.com/opinion/2026-02-01/soluciones-omnibus.html
Flavita Banana: pesadilla americana,Viñeta del 1 de febrero de 2026,Flavita Banana,2026-02-01T05:30:01+01:00,https://elpais.com/opinion/2026-02-01/flavita-banana-pesadilla-americana.html
Compensar la ‘lotería del nacimiento’: la herencia universal pública,"Esta propuesta busca que todos los ciudadanos puedan beneficiarse de la riqueza, no solo los descendientes, con una suma condicionada a proyectos que contemplen beneficios sociales",Joaquín Estefanía,2026-02-01T05:30:00+01:00,https://elpais.com/ideas/2026-02-01/compensar-la-loteria-del-nacimiento-la-herencia-universal-publica.html
Los hombres conservadores del Supremo,"El sector de derechas de la Sala II, responsable, entre otras cosas, de juzgar a altos cargos aforados, siempre ha hecho lo posible para mantener una mayoría afín a sus convicciones políticas",Soledad Gallego-Díaz,2026-02-01T05:30:00+01:00,https://elpais.com/ideas/2026-02-01/los-hombres-conservadores-del-supremo.html
Soluciones creativas diseñadas en España para depurar agua,"Un canal antiinundaciones de casi 50 kilómetros en una de las zonas con crecidas más violentas en Estados Unidos, la llegada del tractor autónomo al campo y dos ingeniosos sistemas para el saneamiento, son tres noticias con impacto positivo",Javier A. Fernández,2026-01-23T14:14:57+01:00,https://elpais.com/sociedad/branded/impacto-positivo/2026-01-23/soluciones-creativas-disenadas-en-espana-para-depurar-agua.html?autoplay=1
‘Super López’ o el asombroso caso del fondista español de 81 años que sedujo a los científicos tras correr la maratón en 3 horas y 39 minutos,"Juan López empezó a correr a los 66 años y, ya octogenario, sigue batiendo récords para asombro de los fisiólogos que tratan de determinar el secreto de su rendimiento y capacidad aeróbica, únicos en la historia",Óscar Gogorza,2026-02-01T05:30:01+01:00,https://elpais.com/deportes/2026-02-01/super-lopez-o-el-asombroso-caso-del-fondista-espanol-de-81-anos-que-sedujo-a-los-cientificos-tras-correr-la-maraton-en-3-horas-y-39-minutos.html
Carmen Conesa: “Soy más de amantes y amores que de parejas”,"La actriz, cantante, bailarina y pintora, con 40 años en escena, estrena ‘El jardín de los cerezos’ inmediatamente después de ‘Cabaret’. Considera su cuerpo un instrumento de trabajo: “Lo cuido como un ‘stradivarius”",Luz Sánchez-Mellado,2026-02-01T05:30:01+01:00,https://elpais.com/cultura/2026-02-01/carmen-conesa-soy-mas-de-amantes-y-amores-que-de-parejas.html
"Comer smashburgers, escuchar a Quevedo o seguir a Ceciarmy: ¿qué es exactamente ‘ser charca’?",Lo que en otros tiempos se llamó “normie” o simplemente “cutre” tiene hoy otra nomenclatura que da un giro a aquellos términos porque sustituye la mirada de desdén por ironía,Lucas Barquero,2026-02-01T05:30:00+01:00,https://elpais.com/icon/2026-02-01/comer-smashburgers-escuchar-a-quevedo-o-seguir-a-ceciarmy-que-es-exactamente-ser-charca.html
"‘Más que rivales’ en Movistar Plus+, ‘Paradise’ en Disney+ y otras series recomendadas para febrero",Una selección de producciones de ficción destacadas este mes en plataformas,Natalia Marcos,2026-02-01T05:30:01+01:00,https://elpais.com/television/series/2026-02-01/mas-que-rivales-en-movistar-plus-paradise-en-disney-y-otras-series-recomendadas-para-febrero.html
Cómo detectar una enfermedad respiratoria que desconocen el 75% de quienes la padecen,"Irreversible y con el tabaquismo como causa principal, los síntomas de la enfermedad pulmonar obstructiva crónica se confunden con los de cualquier otra afección respiratoria. La espirometría es, hoy, la única prueba que la detecta",,2026-01-27T17:24:12+01:00,https://elpais.com/salud-y-bienestar/el-medico-de-cerca/2026-01-27/lo-unico-que-se-puede-hacer-para-detectar-a-tiempo-esta-patologia-respiratoria.html
Jan Martínez Ahrens: “Nuestro trabajo es viralizar la verdad”,"El director de EL PAÍS participa en una charla del Hay Festival sobre los desafíos actuales del periodismo, moderada por Diana Calderón y con la participación también de Denise Maerker y Carlos Fernando Chamorro",Juan Esteban Lewin,2026-02-01T17:46:53+01:00,https://elpais.com/aniversario/2026-02-01/jan-marinez-ahrens-nuestro-trabajo-es-viralizar-la-verdad.html
La policía cerca al hombre en busca y captura por el asesinato de su expareja en Mos (Pontevedra),"La hermana de la víctima vio huir en coche a su expareja, con la que rompió la relación hace algo más de un mes",Sonia Vizoso,2026-02-01T16:08:08+01:00,https://elpais.com/sociedad/2026-02-01/la-policia-busca-a-un-hombre-por-el-asesinato-de-su-mujer-en-mos-pontevedra.html
Mbappé rescata al Real Madrid del abismo ante el Rayo,El francés cierra la victoria de penalti en el minuto 100 de otro partido en el que perdieron el control y recibieron silbidos del Bernabéu,David Álvarez,2026-02-01T16:47:56+01:00,https://elpais.com/deportes/futbol/2026-02-01/mbappe-rescata-al-real-madrid-del-abismo-ante-el-rayo.html
Una legión de invisibles recobró la libertad: “Gracias a la regularización de 2005 soy un ciudadano más”,Más de medio millón de migrantes entraron en la legalidad laboral en 2005 y años anteriores en España. Pasaron del temor a la seguridad. La nueva regularización les recuerda aquellos días felices,Carmen Morán Breña,2026-02-01T05:30:01+01:00,https://elpais.com/espana/2026-02-01/una-legion-de-invisibles-recobro-la-libertad-gracias-a-la-regularizacion-de-2005-soy-un-ciudadano-mas.html
Negociación contra reloj para salvar las pensiones con el escudo social,"El Gobierno acelera este fin de semana los contactos para llevar un nuevo decreto el martes. Junts presiona para dejar fuera las medidas antidesahucios, pero la izquierda quiere evitar que miles de personas vulnerables vayan a la calle",Carlos E. Cué,2026-02-01T05:30:01+01:00,https://elpais.com/espana/2026-02-01/negociacion-contra-reloj-para-salvar-las-pensiones.html
"Las mutaciones de Mette Frederiksen, la primera ministra danesa que frena a Trump",La crisis de Groenlandia impulsa el liderazgo de esta socialdemócrata partidaria de la mano dura con la inmigración y atlantista reconvertida en ferviente europeísta,Marc Bassets,2026-02-01T05:40:00+01:00,https://elpais.com/internacional/2026-02-01/las-mutaciones-de-mette-frederiksen-la-primera-ministra-danesa-que-frena-a-trump.html
"Adulación sin límites, la táctica de Rutte que agrada a Trump pero preocupa en Europa",El secretario general de la OTAN indigna a varios países por priorizar el elogio a Estados Unidos sobre la defensa del continente europeo ante los ataques y amenazas de Washington,Silvia Ayuso,2026-02-01T05:40:00+01:00,https://elpais.com/internacional/2026-02-01/adulacion-sin-limites-la-tactica-de-rutte-que-agrada-a-trump-pero-preocupa-en-europa.html
"El paso entre Gaza y Egipto reabre tras casi dos años, pero aún en pruebas y sin cruzar personas","El movimiento de palestinos en ambas direcciones, limitado por Israel, comenzará el lunes",Antonio Pita,2026-02-01T13:49:59+01:00,https://elpais.com/internacional/2026-02-01/el-paso-entre-gaza-y-egipto-reabre-tras-casi-dos-anos-pero-aun-en-pruebas-y-sin-cruzar-personas.html
El mes que cambió Venezuela: de los ataques de Estados Unidos a la amnistía de presos políticos,La captura del presidente Maduro inicia en el país petrolero una incierta transición tutelada por Trump,Florantonia Singer,2026-02-01T05:30:00+01:00,https://elpais.com/america/2026-02-01/el-mes-que-cambio-venezuela-de-los-ataques-de-estados-unidos-a-la-amnistia-de-presos-politicos.html
El giro de Trump profundiza la agonía en Cuba: “Solo me dedico a dar lo mejor de mí para sobrevivir”,La decisión de castigar con aranceles el suministro de petróleo a la isla agrava la asfixia económica y social. El castrismo acusa a EE UU de provocar “un genocidio”,Sergio Murguía,2026-02-01T05:30:00+01:00,https://elpais.com/america/2026-02-01/el-giro-de-trump-profundiza-la-agonia-en-cuba-solo-me-dedico-a-dar-lo-mejor-de-mi-para-sobrevivir.html
Sánchez advierte a los indecisos que votar al PP supone meter a Vox en el Gobierno de Aragón,El presidente se compromete a revalorizar las pensiones “con o sin el PP” e insta con Alegría a la movilización,José Marcos,2026-02-01T13:47:28+01:00,https://elpais.com/espana/2026-02-01/sanchez-advierte-a-los-indecisos-que-votar-al-pp-supone-meter-a-vox-en-el-gobierno-de-aragon.html
Feijóo pide a la derecha “no dividir fuerzas” en Aragón para evitar después “una guerra de partidos” con Vox,"El líder del PP insiste en infundir miedo contra la supuesta alteración del censo por la regularización de inmigrantes: “¡No es un reparto de papeles, es un reparto de papeletas!",Elsa García de Blas,2026-02-01T15:07:14+01:00,https://elpais.com/espana/2026-02-01/feijoo-pide-a-la-derecha-no-dividir-fuerzas-en-aragon-para-evitar-despues-una-guerra-de-partidos-con-vox.html
"Después de 25 años, el crimen de Helena Jubany encara el juicio: ¿Qué pasó en las 41 horas de su desaparición?","El sumario del caso señala a tres sospechosos: Santiago Laiglesia, Xavi Jiménez y Montserrat Careta, que se suicidó en prisión",Rebeca Carranco,2026-02-01T05:30:01+01:00,https://elpais.com/espana/catalunya/2026-02-01/despues-de-25-anos-el-crimen-de-helena-jubany-encara-el-juicio-que-paso-en-las-41-horas-de-su-desaparicion.html
"Muere Fernando Esteso, popular cómico y actor del destape, a los 80 años","El intérprete trabajó en numerosas películas, series y programas de televisión, pero era conocido principalmente por su colaboración con Andrés Pajares",Gregorio Belinchón,2026-02-01T12:53:15+01:00,https://elpais.com/cultura/2026-02-01/muere-fernando-esteso-celebre-actor-del-destape-a-los-80-anos.html
Cuando tu cuerpo se convierte en una cervecería: un estudio desvela los misterios del síndrome de autofermentación,"Una investigación identifica las bacterias responsables de un raro trastorno que provoca intoxicación sin beber alcohol, y plantea una solución: el trasplante de heces",Patricia Fernández de Lis,2026-02-01T05:30:01+01:00,https://elpais.com/ciencia/2026-02-01/cuando-tu-cuerpo-se-convierte-en-una-cerveceria-un-estudio-desvela-los-misterios-del-sindrome-de-autofermentacion.html
Deconstrucción de la costa: así se está quitando ya hormigón para dar más espacio a las playas frente a los temporales,"Municipios como Calafell, Vilaseca o Vigo han comenzado a desplazar sus paseos marítimos como defensa ante la erosión y los embates del mar",Clemente Álvarez,2026-02-01T05:30:01+01:00,https://elpais.com/clima-y-medio-ambiente/2026-02-01/deconstruccion-de-la-costa-asi-se-esta-quitando-ya-hormigon-para-dar-mas-espacio-a-las-playas-frente-a-los-temporales.html
"Jacinda Ardern, la primera ministra que sorprendió al mundo: “La vida pública se ha deshumanizado”","En 2023, renunció al cargo de primera ministra de Nueva Zelanda porque no tenía ya “la energía suficiente” para dar lo mejor de sí. Llevaba seis años. Su adiós fue el culmen de una manera distinta de ejercer el poder, opuesta a los hiperliderazgos masculinos que siguen dominando el mundo. Su modo de entender la política, basado en la empatía y la transparencia, la convirtió en un icono. Conversamos con ella en Londres",Mónica Ceberio Belaza,2026-02-01T05:40:00+01:00,https://elpais.com/eps/2026-02-01/jacinda-ardern-la-primera-ministra-que-sorprendio-al-mundo-la-vida-publica-se-ha-deshumanizado.html
Usted no ha visto lo que ha visto,"Como en ‘1984’, la Casa Blanca de Trump pretende construir una realidad a la medida de sus intereses",Juan Gabriel Vásquez,2026-02-01T05:30:01+01:00,https://elpais.com/opinion/2026-02-01/usted-no-ha-visto-lo-que-ha-visto.html
Qué gracioso era Hulio,Me asquean las tragaderas de nuestra sociedad hasta hace tan poco. Cuánto hemos aguantado a estos cochinos,Rosa Montero,2026-02-01T05:40:00+01:00,https://elpais.com/eps/2026-01-31/que-gracioso-era-hulio.html
De quién será el futuro,Me pregunto por qué Paul Auster quiso dejarnos antes de morir una reflexión sobre por qué EE UU es el país más violento del mundo occidental,Elvira Lindo,2026-02-01T05:30:01+01:00,https://elpais.com/opinion/2026-02-01/de-quien-sera-el-futuro.html
Antes y después de Minneapolis,El asesinato a tiros de dos manifestantes hace despertar la resistencia ciudadana que exige el actual desafío de Trump a la democracia,El País,2026-02-01T05:30:01+01:00,https://elpais.com/opinion/2026-02-01/antes-y-despues-de-minneapolis.html
Cientos de mensajes entre Epstein y la princesa Mette-Marit de Noruega ponen a la casa real en la picota: “París es bueno para el adulterio”,"La desclasificación de tres millones de documentos nuevos revela la profundidad de la relación entre ambos, con un intenso intercambio que roza el coqueteo. La princesa se disculpa: “Es simplemente vergonzoso”",María Porcel,2026-02-01T07:37:53+01:00,https://elpais.com/internacional/2026-02-01/cientos-de-mensajes-entre-epstein-y-la-princesa-mette-marit-de-noruega-ponen-a-la-casa-real-en-la-picota-paris-es-bueno-para-el-adulterio.html
